Acacb,Adig,Adipoq,Adrb2,Agt,Angpt2,Axin1,Bmp2,Bmp4,Bmp7,Ccnd1,Cdk4,Cdkn1a,Cdkn1b,Cebpa,Cebpb,Cebpd,Cfd,Creb1,Ddit3,Dio2,Dkk1,Dlk1,E2f1,Egr2,Fabp4,Fasn,Fgf1,Fgf10,Fgf2,Foxc2,Foxo1,Gata2,Gata3,Hes1,Insr,Irs1,Irs2,Jun,Klf15,Klf2,Klf3,Klf4,Lep,Lipe,Lmna,Lpl,Lrp5,Mapk14,Ncoa2,Ncor2,Nr0b2,Nr1h3,Nrf1,Ppara,Ppard,Pparg,Ppargc1a,Ppargc1b,Prdm16,Rb1,Retn,Runx1t1,Rxra,Sfrp1,Sfrp5,Shh,Sirt1,Sirt2,Sirt3,Slc2a4,Src,Srebf1,Taz,Tcf7l2,Tsc22d3,Twist1,Ucp1,Vdr,Wnt1,Wnt10b,Wnt3a,Wnt5a,Wnt5b,Actb,B2m,Gapdh,Gusb,Hsp90ab1
-0.00015625,0.0,-0.010138888888888888,-0.014752604166666667,-0.00425535300925926,-0.05017361111111113,0.0003598484848484849,0.00096875,-0.002967171717171717,0.001022727272727273,3.182870370370373e-05,0.0001875,0.0,-0.0021874999999999998,-0.016089632300569798,0.0007812499999999999,-0.009456129807692308,0.0062389823717948715,0.0,-0.00625094696969697,0.0004687500000000001,0.0,0.0010576923076923077,0.00031250000000000006,0.002138310185185184,-0.007760416666666667,-0.0026298701298701297,-0.0023958333333333327,-0.011588541666666664,-0.00375,-0.000296875,-0.007703125,0.0,0.0010416666666666667,-0.00228125,-0.0053125,-0.006328125,-0.03710527146464646,-0.02091971396658896,-0.011561316287878787,-0.029635416666666664,-0.02371277507215007,-0.0109375,0.0,-0.0073365162037037045,-0.014010416666666664,-0.015260416666666665,-0.007083333333333333,0.000625,-0.001875,-0.010162259615384616,-0.0014062500000000002,-0.006982638888888889,0.0,-0.0044501201923076925,0.0008125000000000001,-0.00868995949074074,0.0,0.0002395833333333333,0.003038194444444444,-0.009184027777777779,-0.006574797453703703,0.00390625,-0.012300347222222223,-0.0001686030982905983,-0.003608217592592592,0.0061792929292929285,-0.009999999999999998,-0.011626367845117848,0.00046875000000000025,0.0021875,-0.0004325810185185184,-0.0004340277777777777,-0.014901620370370372,-0.010520833333333333,-0.004999999999999999,0.0,0.0213978851010101,-0.00234375,0.003958333333333334,0.0005381944444444447,0.002011574074074074,0.0007761863425925926,1.6263032587282567e-19,-0.012638888888888887,0.0,0.00046875000000000004,-0.0013020833333333335,-0.009765625
-0.0003485576923076924,0.0,-0.010555555555555558,-0.014752604166666667,-0.00425535300925926,-0.050069444444444465,0.0003598484848484849,0.00096875,-0.002967171717171717,0.0018039772727272733,0.0004947916666666666,0.0001875,0.0,-0.0021874999999999998,0.011391559829059828,0.0007812499999999999,-0.009456129807692308,-0.0027438902243589747,0.0,-0.00625094696969697,0.0004687500000000001,0.0,0.0010576923076923077,0.00031250000000000006,-0.0022366898148148146,-0.006010416666666667,-0.0005539772727272726,-0.0023958333333333327,-0.011588541666666664,-0.00375,-0.000296875,-0.007703125,0.0,0.0010416666666666667,-0.00228125,-0.0053125,-0.004661458333333333,-0.03894786405723905,-0.021389966370435116,-0.011561316287878787,-0.029218749999999998,-0.015807291666666667,-0.0109375,0.0,-0.008149016203703703,-0.014010416666666664,-0.015260416666666665,-0.007083333333333333,0.000625,-0.0034375,-0.010199819711538462,-0.00203125,-0.0021874999999999998,0.0,-0.0026923076923076926,0.0008125000000000001,-0.00868995949074074,0.0,0.0002395833333333333,0.003038194444444444,-0.008663194444444446,-0.006574797453703703,0.00390625,-0.01237136994949495,-0.0001831263354700855,-0.0025405092592592584,-0.003958333333333333,-0.012031249999999999,-0.011626367845117848,0.00046875000000000025,-0.0021875,-0.0004325810185185184,-0.0004340277777777777,-0.01508391203703704,-0.010520833333333333,-0.004999999999999999,0.0,-0.024767446095571098,0.00015625,-0.0022916666666666667,0.0005381944444444447,-0.0014799031986531986,0.0007761863425925926,0.0037500000000000003,-0.012638888888888887,0.0,0.00046875000000000004,-0.0013020833333333335,-0.009765625
-0.0003485576923076924,0.0,-0.009149305555555556,0.0038847064393939396,-0.0034220196759259256,-0.05017361111111113,0.0003598484848484849,0.00029166666666666675,0.00625,-0.007135416666666667,3.182870370370373e-05,0.0001875,0.0,0.0025,-0.01824848646723647,0.0010937499999999999,-0.0046834025349650355,-0.003465044070512821,0.0,-0.00625094696969697,-0.00203125,0.0,0.001284965034965035,0.00031250000000000006,-0.0022046385327635326,-0.007760416666666667,0.002767857142857143,-0.0023958333333333327,-0.011588541666666664,-0.00375,-0.00028472222222222223,-0.006336805555555556,0.0,-0.0027083333333333326,0.0011562500000000002,-0.0053125,-0.005911458333333333,-0.03817097659285158,-0.02295088808760684,-0.011821732954545455,-0.030468749999999996,-0.00966015755078255,-0.0109375,0.0,-0.007055266203703704,-0.014010416666666664,-0.015260416666666665,-0.003194711538461538,0.000625,0.001875,-0.0051998197115384615,-0.00203125,-0.004968750000000001,0.0,-0.0020192307692307693,0.0008125000000000001,-0.00868995949074074,0.0,-0.001138888888888889,-0.0008680555555555554,-0.007361111111111111,-0.006574797453703703,-0.002666666666666667,-0.012006786616161617,-0.0001831263354700855,-0.0021469907407407405,-0.001546401515151515,-0.004326923076923076,-0.011626367845117848,0.00046875000000000025,0.0021875,0.0003687010327635327,-0.0004340277777777777,-0.015163149928774931,-0.009270833333333332,-0.004999999999999999,0.0,-0.0233611960955711,0.00015625,-0.0022916666666666667,-0.0014409722222222222,-0.002735690235690236,0.0007761863425925926,1.6263032587282567e-19,-0.014461805555555552,0.0,0.0006960227272727274,-0.0013020833333333335,-0.009765625
-0.0003485576923076924,0.0,0.005881944444444445,0.002919924693362193,0.0040798611111111105,-0.03673344017094017,-0.0009264520202020202,-0.0025480769230769233,-0.004270833333333333,-0.008822916666666666,-4.571759259259253e-05,-0.0012812499999999998,0.0,-0.0019866071428571424,-0.03919614008676509,-0.010567089160839161,-0.007527477128388587,-0.004226929754273505,0.0,0.0006240530303030314,-0.0061185515873015866,0.0,-0.016562257187257186,-0.0067534722222222215,-0.0036286121286121286,0.00596875,-0.001875,-0.004077230639730639,0.002126736111111111,0.0008653846153846154,-0.00028472222222222223,0.0026255341880341877,0.0,-0.005507575757575758,-0.0057498421717171715,0.0027500000000000003,0.005473090277777778,-0.0011496472277722275,-0.006751502403846152,0.0065221974206349205,0.01759613997113997,0.0024122717560217566,0.008020833333333333,0.0,0.0014024725274725273,0.006805555555555556,0.0038658806471306467,-0.00046639066951566937,-0.0007291666666666667,0.0019375,-0.00804904513888889,-0.002835648148148148,-0.0011458333333333333,0.0,0.002980769230769231,-0.006491477272727272,0.004817710188152897,0.0,-0.001138888888888889,-0.0008680555555555554,0.006271556712962963,0.005260416666666667,-0.008908653846153847,-0.006115056818181818,-0.003792234241452991,-0.0041147047397047404,-0.008645833333333333,0.0026522435897435893,0.0027699511137011133,-0.01131786616161616,-0.0021875,-0.0017830658683523272,-0.00015625,0.012778846153846153,-0.0009593126780626784,-0.014469246031746028,0.0,-0.03063392336829837,0.00015625,-0.005586805555555555,-0.005468036014911014,-0.004789365004208754,-0.0031041425540123454,-0.010365079365079365,0.005397787975912976,0.0,-0.012028336247086246,0.001880787037037037,0.00405787037037037
-0.0003485576923076924,0.0,-0.010555555555555558,-0.013190104166666666,-0.00425535300925926,-0.05017361111111113,0.0003598484848484849,0.00096875,-0.002967171717171717,0.001022727272727273,3.182870370370373e-05,0.0001875,0.0,-0.0021874999999999998,-0.025308382300569806,0.0007812499999999999,-0.009456129807692308,0.009736578525641025,0.0,-0.00625094696969697,0.0004687500000000001,0.0,0.0010576923076923077,0.00031250000000000006,-0.0022366898148148146,-0.007760416666666667,-0.0026298701298701297,-0.0023958333333333327,-0.010182291666666666,-0.00375,-0.000296875,-0.007703125,0.0,0.0010416666666666667,-0.00228125,-0.0053125,-0.005911458333333333,-0.03710527146464646,-0.02430513063325563,-0.011561316287878787,-0.028385416666666663,-0.019994025072150073,-0.0109375,0.0,-0.008149016203703703,-0.012291666666666666,-0.015260416666666665,-0.007083333333333333,0.000625,-0.001875,-0.010162259615384616,-0.00203125,-0.004968750000000001,0.0,-0.0014332932692307696,0.0008125000000000001,-0.00868995949074074,0.0,0.0002395833333333333,-0.0008680555555555554,-0.008767361111111111,-0.006574797453703703,0.00015625000000000014,-0.01127761994949495,-0.0001686030982905983,-0.0025405092592592584,0.0018042929292929294,-0.008076923076923075,-0.011626367845117848,0.00046875000000000025,0.0021875,-0.0004325810185185184,-0.0004340277777777777,-0.01508391203703704,-0.010520833333333333,-0.004999999999999999,0.0,-0.013361196095571095,0.00015625,-0.0020833333333333333,0.0005381944444444447,-0.0014799031986531986,0.0007761863425925926,1.6263032587282567e-19,-0.012638888888888887,0.0,0.00046875000000000004,-0.0013020833333333335,-0.009765625
-0.0003485576923076924,0.0,-0.010555555555555558,-0.0008880208333333335,-0.00425535300925926,-0.05017361111111113,0.0003598484848484849,0.0013533653846153847,-0.002967171717171717,-0.007135416666666667,3.182870370370373e-05,0.0001875,0.0,-0.0021874999999999998,-0.01824848646723647,0.001620410839160839,-0.009520232371794873,-0.003465044070512821,0.0,-0.005695391414141415,0.0010243055555555554,0.0,0.0010576923076923077,0.00031250000000000006,-0.0022366898148148146,-0.0010104166666666668,0.001361607142857143,0.0021496212121212125,-0.011588541666666664,0.0008653846153846154,-0.00028472222222222223,-0.006400908119658119,0.0,0.0016666666666666666,-0.0008418560606060605,-0.0053125,-0.00845775462962963,-0.03992097659285159,-0.023803160814879563,-0.012915482954545454,-0.030468749999999996,-0.023788532647907645,-0.0109375,0.0,0.003961789657102157,-0.009237689393939392,-0.015260416666666665,0.0011001602564102565,0.0021875,-0.001875,-0.009262319711538462,-0.00203125,-0.003145833333333333,0.0,-0.0020192307692307693,-0.0025,-0.008818164618945868,0.0,-0.001138888888888889,-0.0008680555555555554,-0.00020254629629629678,-0.005533130787037037,-0.0023461538461538468,-0.0067795138888888905,-0.0001831263354700855,0.0028355267417767413,0.0018042929292929294,0.0010202991452991448,0.0010515167702667702,0.0006770833333333338,-0.0021875,-0.0004325810185185184,-0.0004340277777777777,-0.010211226851851853,-0.001006944444444444,-0.0030034722222222216,0.0,-0.026486196095571096,0.00015625,-0.0022916666666666667,9.920634920635178e-06,0.0007442129629629632,0.0007761863425925926,0.0002500000000000001,-0.00971821581196581,0.0,0.0006960227272727274,-0.0013020833333333335,-0.009765625
-0.0003485576923076924,0.0,-0.0022048611111111114,-0.021465830176767675,-0.005599103009259259,-0.054372329059829076,0.0003598484848484849,-0.012888354700854702,-0.0026546717171717174,-0.008822916666666666,-0.0014056712962962964,0.0001875,0.0,0.0012500000000000002,-0.015057829901579903,-0.010567089160839161,-0.006689441827462662,-0.004226929754273505,0.0,0.004304608585858585,0.0013814484126984127,0.0,-0.008843507187257186,0.0005902777777777779,-0.002053596866096866,0.0053437499999999995,-0.001875,0.0028498526936026935,-0.0037413194444444447,0.0003966346153846154,-0.00028472222222222223,0.0021567841880341877,0.0,-0.008329545454545454,-0.00189162457912458,0.0027500000000000003,-0.0016883680555555554,-0.04682375437062938,-0.026999608464452214,0.0077658842893217886,-0.03276041666666666,0.003967560217560218,-0.0109375,0.0,0.0005763729904354903,0.006575915404040404,0.007303380647130646,0.0006939102564102564,0.000625,-0.001875,0.006674755366161616,-0.0021238425925925925,-0.0020833333333333333,0.0,-0.0020192307692307693,-0.0022727272727272726,0.004002823035375119,0.0,-0.001138888888888889,-0.0008680555555555554,0.007031973379629629,-0.006470630787037038,-0.008908653846153847,0.004056976010101011,-0.00016376201923076923,-0.0040221121471121475,-0.008645833333333333,0.004839743589743589,-0.00033389989639989607,0.0006770833333333338,-0.0021875,-0.0005246245845204186,-0.0004340277777777777,-0.01232113603988604,0.0050997150997151,0.00584325396825397,0.0,-0.02641517336829837,0.00015625,-0.002013888888888889,-0.004400327681577681,-0.005252327967171717,0.0028923128858024698,0.0005277777777777779,0.0043040379759129764,0.0,0.0006610576923076921,-0.0011416245791245794,0.005115162037037036
-0.0003485576923076924,0.0,-0.010555555555555558,-0.014752604166666667,-0.0034220196759259256,-0.05017361111111113,0.0003598484848484849,0.0016979166666666668,-0.002967171717171717,0.0018039772727272733,3.182870370370373e-05,0.0001875,0.0,-0.0021874999999999998,-0.018081819800569804,0.0007812499999999999,-0.009456129807692308,-0.003465044070512821,0.0,-0.00625094696969697,0.0004687500000000001,0.0,0.0010576923076923077,0.00031250000000000006,-0.0022366898148148146,-0.007760416666666667,-0.0005539772727272726,-0.0023958333333333327,-0.011588541666666664,-0.00375,-0.00030555555555555555,-0.007295138888888889,0.0,0.0010416666666666667,0.0011562500000000002,-0.0053125,-0.005911458333333333,-0.03710527146464646,-0.023733716370435122,-0.011561316287878787,-0.029635416666666664,-0.01956991792929293,-0.0109375,0.0,-0.008149016203703703,-0.014010416666666664,-0.015260416666666665,-0.007083333333333333,0.000625,-0.001875,-0.010199819711538462,-0.00203125,-0.004968750000000001,0.0,-0.0020192307692307693,0.0008125000000000001,-0.00868995949074074,0.0,-0.0001597222222222222,-0.0008680555555555554,-0.008767361111111111,-0.006574797453703703,0.00015625000000000014,-0.01237136994949495,-0.0001831263354700855,-0.0025405092592592584,0.0018042929292929294,-0.008076923076923075,-0.011626367845117848,0.00046875000000000025,0.0021875,-0.0004325810185185184,-0.0004340277777777777,-0.01508391203703704,-0.010520833333333333,-0.0032812499999999994,0.0,-0.0250799460955711,0.00015625,-0.0022916666666666667,0.0005381944444444447,-0.0014799031986531986,0.0007761863425925926,1.6263032587282567e-19,-0.012638888888888887,0.0,0.00046875000000000004,-0.0013020833333333335,-0.009765625
-0.00015625,0.0,0.008131944444444445,0.009343930375180375,0.002881944444444445,0.05753739316239318,0.0018529040404040404,0.0021915064102564098,0.0038541666666666668,0.00011647727272727279,-0.00036979166666666665,0.00036458333333333335,0.0,0.002857142857142857,0.018429353632478634,0.001932910839160839,0.013011309003496506,-0.0017296006944444446,0.0,0.003935290404040405,0.0013814484126984127,0.0,0.0036300505050505054,0.000902777777777778,0.00275164072039072,0.00596875,0.0029951298701298705,0.0036311026936026937,0.00775173611111111,0.0008653846153846154,-0.00028472222222222223,0.003406784188034188,0.0,0.002055871212121212,0.005762310606060606,0.0036875000000000007,-0.00022714120370370336,0.036503183159433156,0.023246093749999995,0.009679157647907648,0.024939889971139967,0.007718059718059718,0.008645833333333333,0.0,0.004037889194139194,0.00832070707070707,0.00823046398046398,0.001413817663817664,0.000625,0.002875,0.01252544981060606,-0.0010821759259259259,-0.00015972222222222234,0.0,-0.0020833333333333337,0.0019772727272727273,0.007818409455128204,0.0,-0.001138888888888889,0.00109375,0.011297019675925926,0.004010416666666667,0.002199519230769231,0.015179924242424243,0.00029296875000000015,0.0038106424825174816,0.004825126262626262,0.005933493589743589,0.006682303807303808,0.0011821338383838388,-0.0021875,0.0002700988247863244,-0.00015625,0.012841212606837607,0.006401798433048433,0.00615575396825397,0.0,0.026476483585858582,0.00078125,0.005100694444444444,0.00047972282347282376,0.00241160300925926,0.0013201678240740743,0.0008849206349206351,0.007359168609168609,0.0,0.001096663752913753,0.002486847643097643,0.007026620370370369
-0.00015625,0.0,0.00039930555555555596,0.009343930375180375,0.006787471064814815,0.05944711538461541,0.0003598484848484849,0.002017895299145299,-0.000363005050505051,0.001428977272727273,0.0020989583333333338,0.00010416666666666666,0.0,0.002857142857142857,0.017246193910256415,0.001932910839160839,0.010237270541958042,0.005854366987179487,0.0,0.004508207070707071,0.0013814484126984127,0.0,0.0036300505050505054,0.000902777777777778,-0.001824347527472527,0.00596875,0.0029951298701298705,0.002705176767676768,-0.0021579861111111114,0.0008653846153846154,-0.00017187500000000002,0.005446714743589744,0.0,0.0027121212121212117,0.0002877735690235689,0.0036875000000000007,-0.004460358796296296,0.040053530381655385,0.015179912101787102,0.009071518759018758,0.024939889971139967,0.00766797958985459,0.008645833333333333,0.0,0.0034490581756206756,0.00832070707070707,0.00813671398046398,0.001413817663817664,0.000625,-0.001875,0.0034597780691530697,0.00495949074074074,-0.0004722222222222223,0.0,-0.0019140625000000002,0.0019772727272727273,0.007818409455128204,0.0,0.0017083333333333332,0.00109375,0.009560908564814816,-0.004167390046296297,0.001935096153846154,0.013773674242424244,0.0002507345085470085,0.004736568408443408,0.006700126262626262,0.005933493589743589,0.002626748251748252,0.0011821338383838388,0.0021875,0.001074719551282051,-0.0004340277777777777,0.004914975071225071,0.0063497150997151,0.00584325396825397,0.0,0.024101483585858584,-0.00234375,0.0042361111111111115,0.0006649080086580089,0.004031973379629631,0.0013201678240740743,0.0008849206349206351,0.007335130147630147,0.0,0.001096663752913753,0.0008838383838383838,0.007800347222222221
